21-10-2025 07:22:47 | TRACE | Task: 001_InicializarVariables | Desc: Se inicializan las rutas del robot.
21-10-2025 07:23:08 | INFO | Task: 016_ObtenerInformacionArchivoBase | Desc:    estado_procesamiento: 1 valores unicos
21-10-2025 07:23:08 | INFO | Task: 016_ObtenerInformacionArchivoBase | Desc: PRIMERAS 5 FILAS:
     empresa tipo_docto nro_docto                                   detalle documento_cruce fecha_procesamiento estado_procesamiento
0  Ticenergi         DS       265  ANAC CC110178 SERV PROF GESTOR PROMOCION          PE-163                                Pendiente
1  Ticenergi         DS       407  ANAC CC110178 SERV PROF GESTOR PROMOCION          PE-195                                Pendiente
2  Ticenergi         DS       266  ANAC CC110178 SERV PROF GESTOR PROMOCION          PE-163                                Pendiente
3  Ticenergi         DS       126  ANAC CC110178 SERV PROF GESTOR PROMOCION          PE-162                                Pendiente
4  Ticenergi         DS       333  ANAC CC110178 SERV PROF GESTOR PROMOCION          PE-203                                Pendiente
21-10-2025 07:23:08 | TRACE | Task: 016_ObtenerInformacionArchivoBase | Desc: ExtracciÃ³n exitosa.
21-10-2025 07:23:09 | TRACE | Task: 017_ObtenerInformacionAProcesar | Desc: Se van a obtener los datos a trabajar del archivo de seguimiento.
21-10-2025 07:23:10 | INFO | Task: 017_ObtenerInformacionAProcesar | Desc: Encabezados encontrados: ['Empresa', 'Tipo Docto', 'Nro Docto', 'Detalle', 'Documento Cruce', 'Estado Procesamiento', 'Fecha Procesamiento', 'Observaciones']
21-10-2025 07:23:10 | INFO | Task: 017_ObtenerInformacionAProcesar | Desc: Archivo leÃ­do exitosamente: 3579 filas de datos
21-10-2025 07:23:10 | INFO | Task: 017_ObtenerInformacionAProcesar | Desc: Archivo existente cargado: 3579 filas
21-10-2025 07:23:10 | INFO | Task: 017_ObtenerInformacionAProcesar | Desc: Columnas: ['Empresa', 'Tipo Docto', 'Nro Docto', 'Detalle', 'Documento Cruce', 'Estado Procesamiento', 'Fecha Procesamiento', 'Observaciones']
21-10-2025 07:23:10 | INFO | Task: 017_ObtenerInformacionAProcesar | Desc: Datos de entrada: 3579 filas
21-10-2025 07:23:11 | INFO | Task: 017_ObtenerInformacionAProcesar | Desc: Filas nuevas a agregar: 0
21-10-2025 07:23:11 | INFO | Task: 017_ObtenerInformacionAProcesar | Desc: No hay filas nuevas por agregar.
21-10-2025 07:23:11 | INFO | Task: 017_ObtenerInformacionAProcesar | Desc: Archivo actualizado exitosamente: C:/Users/administrator.ENERGIZANDO/Documents/01_RecuperacionSoportes/Input/Archivo de Seguimiento.xlsx
21-10-2025 07:23:11 | INFO | Task: 017_ObtenerInformacionAProcesar | Desc: Total de filas en el archivo: 3579
21-10-2025 07:23:11 | TRACE | Task: 017_ObtenerInformacionAProcesar | Desc: Extraccion exitosa.
21-10-2025 07:23:11 | TRACE | Task: 017_ObtenerInformacionAProcesar | Desc: Filtro pendientes.
21-10-2025 07:23:11 | INFO | Task: 017_ObtenerInformacionAProcesar | Desc: Total de registros leídos de gblItemsAProcesar: 3579
21-10-2025 07:23:11 | INFO | Task: 017_ObtenerInformacionAProcesar | Desc: Tamanio de lote a tomar: 500
21-10-2025 07:23:11 | INFO | Task: 017_ObtenerInformacionAProcesar | Desc: Total de registros con 'Pendiente' en estado_procesamiento: 500
21-10-2025 07:23:11 | INFO | Task: 017_ObtenerInformacionAProcesar | Desc: Registros después de eliminar duplicados por clave (Tipo Docto, Nro Docto, Documento Cruce): 500
21-10-2025 07:23:11 | INFO | Task: 017_ObtenerInformacionAProcesar | Desc: Variable 'gblItemsAProcesar' actualizada con registros pendientes y sin duplicados.
21-10-2025 07:23:13 | INFO | Task: 018_ProcesarRegistro | Desc: Comienza el procesamiento del registro: {'Empresa': 'Ticenergi', 'Tipo Docto': 'DS', 'Nro Docto': 407, 'Detalle': 'ANAC CC110178 SERV PROF GESTOR PROMOCION', 'Documento Cruce': 'PE-195', 'Estado Procesamiento': 'Pendiente', 'Fecha Procesamiento': '19-10-2025 18:30:20', 'Observaciones': None}
21-10-2025 07:23:13 | TRACE | Task: 018_ProcesarRegistro | Desc: Se procede a clasificar curso de accion a tomar.
21-10-2025 07:23:13 | TRACE | Task: 018_ProcesarRegistro | Desc: Flujo a trabajar: 1
21-10-2025 07:23:15 | TRACE | Task: 007_AbrirWorkManager | Desc: Se abre el navegador.
21-10-2025 07:23:15 | TRACE | Task: 007_AbrirWorkManager | Desc: Se va a maximizar la pagina.
21-10-2025 07:23:15 | INFO | Task: 017_ObtenerInformacionAProcesar | Desc: Buscando ventana con título: Iniciar sesión - Workmanager
21-10-2025 07:23:15 | INFO | Task: 017_ObtenerInformacionAProcesar | Desc: Ventana encontrada: ''
21-10-2025 07:23:15 | INFO | Task: 017_ObtenerInformacionAProcesar | Desc: Ventana encontrada: 'Iniciar sesión - WorkManager E.D.® - Google Chrome'
21-10-2025 07:23:15 | INFO | Task: 017_ObtenerInformacionAProcesar | Desc: Ventana con el título 'Iniciar sesión - Workmanager' encontrada: 'Iniciar sesión - WorkManager E.D.® - Google Chrome'
21-10-2025 07:23:15 | INFO | Task: 017_ObtenerInformacionAProcesar | Desc: Ventana 'Iniciar sesión - WorkManager E.D.® - Google Chrome' traída al frente y maximizada.
21-10-2025 07:23:15 | TRACE | Task: 007_AbrirWorkManager | Desc: El navegador se cargo correctamente.
21-10-2025 07:23:15 | TRACE | Task: 009_IniciarSesionWorkManager | Desc: Comienza el inicio de sesiÃ³n de WorkManager.
21-10-2025 07:23:19 | TRACE | Task: 008_ChequearWorkManagerAbierto | Desc: Se va a chequear que la sesiÃ³n este iniciada.
21-10-2025 07:23:34 | WARNING | Task: 008_ChequearWorkManagerAbierto | Desc: No esta iniciada la sesion.
21-10-2025 07:23:36 | INFO | Task: 013_NavegarABuscarDocumentos | Desc: Se navego correctamente a Administrar procesos
21-10-2025 07:23:36 | INFO | Task: 014_BuscarDocumento | Desc: itemActual obtenido: {'Empresa': 'Ticenergi', 'Tipo Docto': 'DS', 'Nro Docto': 407, 'Detalle': 'ANAC CC110178 SERV PROF GESTOR PROMOCION', 'Documento Cruce': 'PE-195', 'Estado Procesamiento': 'Pendiente', 'Fecha Procesamiento': '19-10-2025 18:30:20', 'Observaciones': None}
21-10-2025 07:23:36 | INFO | Task: 014_BuscarDocumento | Desc: Lista de formatos alternativos para documento_cruce: ['PE-195', 'PE195', 'PE 195']
21-10-2025 07:23:52 | TRACE | Task: 014_BuscarDocumento | Desc: No se pudo encontrar el resultado de la busqueda para: PE-195.
21-10-2025 07:24:08 | TRACE | Task: 014_BuscarDocumento | Desc: No se pudo encontrar el resultado de la busqueda para: PE195.
21-10-2025 07:24:19 | INFO | Task: 014_BuscarDocumento | Desc: Cantidad de elementos obtenidos en loc014ResultadoBusqueda: 1
21-10-2025 07:24:19 | INFO | Task: 014_BuscarDocumento | Desc: Elemento seleccionado para clickar (último de la lista): {'id_descripcion': 'descripcion_35309', 'id_h4': 'h4_descripcion_35309', 'texto': 'PE 195'}
21-10-2025 07:24:19 | INFO | Task: 014_BuscarDocumento | Desc: id_descripcion del elemento seleccionado: descripcion_35309
21-10-2025 07:24:19 | INFO | Task: 014_BuscarDocumento | Desc: Variable 'loc014ElementoAClickar' actualizada correctamente.
21-10-2025 07:24:25 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se obtiene la tabla de archivos: [{'detalle': 'VersiÃ³n: 0 | Es versiÃ³n actual? Si | ExtensiÃ³n: .pdf | TamaÃ±o: 15072 bytes', 'extension': '.PDF', 'id': '35309', 'nombre': 'PE 195'}, {'detalle': 'VersiÃ³n: 0 | Es versiÃ³n actual? Si | ExtensiÃ³n: .pdf | TamaÃ±o: 13709 bytes', 'extension': '.PDF', 'id': '35272', 'nombre': '$23,591,378.00'}, {'detalle': 'VersiÃ³n: 0 | Es versiÃ³n actual? Si | ExtensiÃ³n: .pdf | TamaÃ±o: 13718 bytes', 'extension': '.PDF', 'id': '27764', 'nombre': 'GestoresUT23M'}, {'detalle': 'VersiÃ³n: 0 | Es versiÃ³n actual? Si | ExtensiÃ³n: .pdf | TamaÃ±o: 251073 bytes', 'extension': '.PDF', 'id': '27532', 'nombre': '19 DS HONORARIOS UT'}, {'detalle': 'VersiÃ³n: 0 | Es versiÃ³n actual? Si | ExtensiÃ³n: .xlsx | TamaÃ±o: 11332 bytes', 'extension': '.XLSX', 'id': '27530', 'nombre': 'RELACIÃ“N CTAS BANCARIAS-PERSONAL Y DS'}, {'detalle': 'VersiÃ³n: 0 | Es versiÃ³n actual? Si | ExtensiÃ³n: .pdf | TamaÃ±o: 59792 bytes', 'extension': '.PDF', 'id': '26406', 'nombre': 'UT Energi'}, {'detalle': 'VersiÃ³n: 0 | Es versiÃ³n actual? Si | ExtensiÃ³n: .pdf | TamaÃ±o: 13423084 bytes', 'extension': '.PDF', 'id': '26399', 'nombre': 'CUENTAS DE COBRO REGIÃ“N OCCIDENTE'}, {'detalle': 'VersiÃ³n: 0 | Es versiÃ³n actual? Si | ExtensiÃ³n: .xlsx | TamaÃ±o: 133460 bytes', 'extension': '.XLSX', 'id': '26400', 'nombre': 'RELACIÃ“N CUENTAS DE COBRO REGIÃ“N OCCIDENTE'}]
21-10-2025 07:24:25 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Iniciando verificación del resultado de extracción (loc015ResultadoExtraccion)...
21-10-2025 07:24:25 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Resultado recibido: [{'detalle': 'Versión: 0 | Es versión actual? Si | Extensión: .pdf | Tamaño: 15072 bytes', 'extension': '.PDF', 'id': '35309', 'nombre': 'PE 195'}, {'detalle': 'Versión: 0 | Es versión actual? Si | Extensión: .pdf | Tamaño: 13709 bytes', 'extension': '.PDF', 'id': '35272', 'nombre': '$23,591,378.00'}, {'detalle': 'Versión: 0 | Es versión actual? Si | Extensión: .pdf | Tamaño: 13718 bytes', 'extension': '.PDF', 'id': '27764', 'nombre': 'GestoresUT23M'}, {'detalle': 'Versión: 0 | Es versión actual? Si | Extensión: .pdf | Tamaño: 251073 bytes', 'extension': '.PDF', 'id': '27532', 'nombre': '19 DS HONORARIOS UT'}, {'detalle': 'Versión: 0 | Es versión actual? Si | Extensión: .xlsx | Tamaño: 11332 bytes', 'extension': '.XLSX', 'id': '27530', 'nombre': 'RELACIÓN CTAS BANCARIAS-PERSONAL Y DS'}, {'detalle': 'Versión: 0 | Es versión actual? Si | Extensión: .pdf | Tamaño: 59792 bytes', 'extension': '.PDF', 'id': '26406', 'nombre': 'UT Energi'}, {'detalle': 'Versión: 0 | Es versión actual? Si | Extensión: .pdf | Tamaño: 13423084 bytes', 'extension': '.PDF', 'id': '26399', 'nombre': 'CUENTAS DE COBRO REGIÓN OCCIDENTE'}, {'detalle': 'Versión: 0 | Es versión actual? Si | Extensión: .xlsx | Tamaño: 133460 bytes', 'extension': '.XLSX', 'id': '26400', 'nombre': 'RELACIÓN CUENTAS DE COBRO REGIÓN OCCIDENTE'}]
21-10-2025 07:24:25 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Se detectó que hay resultado (hay_resultado=True).
21-10-2025 07:24:25 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Variable 'loc015CheckResultado' seteada a: True
21-10-2025 07:24:25 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Documento recibido: {'detalle': 'Versión: 0 | Es versión actual? Si | Extensión: .pdf | Tamaño: 15072 bytes', 'extension': '.PDF', 'id': '35309', 'nombre': 'PE 195'}
21-10-2025 07:24:25 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Extensión '.PDF' es válida (extension_valida=True).
21-10-2025 07:24:25 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Nombre original: 'PE 195' convertido a: 'PE 195'
21-10-2025 07:24:25 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Variables seteadas: loc015NombreDocumento='PE 195', loc015IdDocumento='35309', loc015Extension='.PDF', loc015ExtensionValida=True
21-10-2025 07:24:25 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Comienza el proceso de borrado de carpeta.
21-10-2025 07:24:25 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Finaliza el proceso de borrado de carpetas.
21-10-2025 07:24:25 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se borra contenido de carpeta de descargas.
21-10-2025 07:24:30 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Filtro el .gitkeep : []
21-10-2025 07:24:30 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se cambia a la ultima pestania.
21-10-2025 07:24:30 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se cambia al iFrame.
21-10-2025 07:24:39 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se hace click en boton download.
21-10-2025 07:24:44 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se cierra la ultima pestania.
21-10-2025 07:24:44 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se cambia a la pestania Resumen Proceso
21-10-2025 07:24:44 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Iniciando creación de carpeta principal con tipo: DS, num: 407, base: //10.238.99.5/temporales/ROCKETBOT/Compartida
21-10-2025 07:24:44 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Intentando crear carpeta principal: //10.238.99.5/temporales/ROCKETBOT/Compartida\DS-407
21-10-2025 07:24:44 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Carpeta principal creada o ya existente: //10.238.99.5/temporales/ROCKETBOT/Compartida\DS-407
21-10-2025 07:24:44 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Proceso de creación de carpeta principal finalizado. Carpeta: //10.238.99.5/temporales/ROCKETBOT/Compartida/DS-407
21-10-2025 07:24:44 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se crearon las carpetas correctamente.
21-10-2025 07:24:44 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se crea la ruta del archivo: C:/Users/administrator.ENERGIZANDO/Documents/01_RecuperacionSoportes/Input/Descargas/document.pdf.
21-10-2025 07:24:44 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se crea la ruta del archivo desino: //10.238.99.5/temporales/ROCKETBOT/Compartida/DS-407/PE 195.pdf.
21-10-2025 07:24:45 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se movio correctamente el archivo de C:/Users/administrator.ENERGIZANDO/Documents/01_RecuperacionSoportes/Input/Descargas/document.pdf a //10.238.99.5/temporales/ROCKETBOT/Compartida/DS-407/PE 195.pdf.
21-10-2025 07:24:45 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Documento recibido: {'detalle': 'Versión: 0 | Es versión actual? Si | Extensión: .pdf | Tamaño: 13709 bytes', 'extension': '.PDF', 'id': '35272', 'nombre': '$23,591,378.00'}
21-10-2025 07:24:45 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Extensión '.PDF' es válida (extension_valida=True).
21-10-2025 07:24:45 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Nombre original: '$23,591,378.00' convertido a: '$23,591,378.00'
21-10-2025 07:24:45 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Variables seteadas: loc015NombreDocumento='$23,591,378.00', loc015IdDocumento='35272', loc015Extension='.PDF', loc015ExtensionValida=True
21-10-2025 07:24:45 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Comienza el proceso de borrado de carpeta.
21-10-2025 07:24:45 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Finaliza el proceso de borrado de carpetas.
21-10-2025 07:24:45 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se borra contenido de carpeta de descargas.
21-10-2025 07:24:50 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Filtro el .gitkeep : []
21-10-2025 07:24:50 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se cambia a la ultima pestania.
21-10-2025 07:24:50 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se cambia al iFrame.
21-10-2025 07:24:58 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se hace click en boton download.
21-10-2025 07:25:04 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se cierra la ultima pestania.
21-10-2025 07:25:04 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se cambia a la pestania Resumen Proceso
21-10-2025 07:25:04 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Iniciando creación de carpeta principal con tipo: DS, num: 407, base: //10.238.99.5/temporales/ROCKETBOT/Compartida
21-10-2025 07:25:04 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Intentando crear carpeta principal: //10.238.99.5/temporales/ROCKETBOT/Compartida\DS-407
21-10-2025 07:25:04 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Carpeta principal creada o ya existente: //10.238.99.5/temporales/ROCKETBOT/Compartida\DS-407
21-10-2025 07:25:04 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Proceso de creación de carpeta principal finalizado. Carpeta: //10.238.99.5/temporales/ROCKETBOT/Compartida/DS-407
21-10-2025 07:25:04 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se crearon las carpetas correctamente.
21-10-2025 07:25:04 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se crea la ruta del archivo: C:/Users/administrator.ENERGIZANDO/Documents/01_RecuperacionSoportes/Input/Descargas/document.pdf.
21-10-2025 07:25:04 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se crea la ruta del archivo desino: //10.238.99.5/temporales/ROCKETBOT/Compartida/DS-407/$23,591,378.00.pdf.
21-10-2025 07:25:05 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se movio correctamente el archivo de C:/Users/administrator.ENERGIZANDO/Documents/01_RecuperacionSoportes/Input/Descargas/document.pdf a //10.238.99.5/temporales/ROCKETBOT/Compartida/DS-407/$23,591,378.00.pdf.
21-10-2025 07:25:05 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Documento recibido: {'detalle': 'Versión: 0 | Es versión actual? Si | Extensión: .pdf | Tamaño: 13718 bytes', 'extension': '.PDF', 'id': '27764', 'nombre': 'GestoresUT23M'}
21-10-2025 07:25:05 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Extensión '.PDF' es válida (extension_valida=True).
21-10-2025 07:25:05 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Nombre original: 'GestoresUT23M' convertido a: 'GestoresUT23M'
21-10-2025 07:25:05 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Variables seteadas: loc015NombreDocumento='GestoresUT23M', loc015IdDocumento='27764', loc015Extension='.PDF', loc015ExtensionValida=True
21-10-2025 07:25:05 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Comienza el proceso de borrado de carpeta.
21-10-2025 07:25:05 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Finaliza el proceso de borrado de carpetas.
21-10-2025 07:25:05 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se borra contenido de carpeta de descargas.
21-10-2025 07:25:10 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Filtro el .gitkeep : []
21-10-2025 07:25:10 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se cambia a la ultima pestania.
21-10-2025 07:25:10 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se cambia al iFrame.
21-10-2025 07:25:18 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se hace click en boton download.
21-10-2025 07:25:23 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se cierra la ultima pestania.
21-10-2025 07:25:23 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se cambia a la pestania Resumen Proceso
21-10-2025 07:25:23 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Iniciando creación de carpeta principal con tipo: DS, num: 407, base: //10.238.99.5/temporales/ROCKETBOT/Compartida
21-10-2025 07:25:23 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Intentando crear carpeta principal: //10.238.99.5/temporales/ROCKETBOT/Compartida\DS-407
21-10-2025 07:25:24 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Carpeta principal creada o ya existente: //10.238.99.5/temporales/ROCKETBOT/Compartida\DS-407
21-10-2025 07:25:24 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Proceso de creación de carpeta principal finalizado. Carpeta: //10.238.99.5/temporales/ROCKETBOT/Compartida/DS-407
21-10-2025 07:25:24 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se crearon las carpetas correctamente.
21-10-2025 07:25:24 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se crea la ruta del archivo: C:/Users/administrator.ENERGIZANDO/Documents/01_RecuperacionSoportes/Input/Descargas/document.pdf.
21-10-2025 07:25:24 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se crea la ruta del archivo desino: //10.238.99.5/temporales/ROCKETBOT/Compartida/DS-407/GestoresUT23M.pdf.
21-10-2025 07:25:24 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se movio correctamente el archivo de C:/Users/administrator.ENERGIZANDO/Documents/01_RecuperacionSoportes/Input/Descargas/document.pdf a //10.238.99.5/temporales/ROCKETBOT/Compartida/DS-407/GestoresUT23M.pdf.
21-10-2025 07:25:24 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Documento recibido: {'detalle': 'Versión: 0 | Es versión actual? Si | Extensión: .pdf | Tamaño: 251073 bytes', 'extension': '.PDF', 'id': '27532', 'nombre': '19 DS HONORARIOS UT'}
21-10-2025 07:25:24 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Extensión '.PDF' es válida (extension_valida=True).
21-10-2025 07:25:24 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Nombre original: '19 DS HONORARIOS UT' convertido a: '19 DS HONORARIOS UT'
21-10-2025 07:25:24 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Variables seteadas: loc015NombreDocumento='19 DS HONORARIOS UT', loc015IdDocumento='27532', loc015Extension='.PDF', loc015ExtensionValida=True
21-10-2025 07:25:24 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Comienza el proceso de borrado de carpeta.
21-10-2025 07:25:24 | INFO | Task: 015_DescargarArchivosDeWorkflow | Desc: Finaliza el proceso de borrado de carpetas.
21-10-2025 07:25:24 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se borra contenido de carpeta de descargas.
21-10-2025 07:25:30 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Filtro el .gitkeep : []
21-10-2025 07:25:30 | TRACE | Task: 015_DescargarArchivosDeWorkflow | Desc: Se cambia a la ultima pestania.
